"Código","Unidade Territorial","UF","Referência","Número de pessoas cadastradas no Cadastro Único em domicílios rurais","Número de pessoas cadastradas no Cadastro Único em domicílios urbanos"
"150020","ACARÁ","PA","06/2015","31027","10371"
"150020","ACARÁ","PA","03/2015","30677","10423"
"150020","ACARÁ","PA","09/2015","31003","10168"
"150020","ACARÁ","PA","11/2014","30997","11029"
"150020","ACARÁ","PA","10/2014","30506","10900"
"150020","ACARÁ","PA","12/2014","31229","11080"
"150020","ACARÁ","PA","08/2014","30229","10845"
"150020","ACARÁ","PA","07/2014","30131","10851"
"150020","ACARÁ","PA","03/2014","27738","10641"
"150020","ACARÁ","PA","06/2014","29813","10841"
"150020","ACARÁ","PA","05/2014","29276","10794"
"150020","ACARÁ","PA","04/2014","28390","10665"
"150020","ACARÁ","PA","02/2014","27197","10875"
"150020","ACARÁ","PA","01/2014","26800","10987"
"150020","ACARÁ","PA","09/2014","30274","10889"
"150020","ACARÁ","PA","11/2013","26503","11169"
"150020","ACARÁ","PA","10/2013","26148","11203"
"150020","ACARÁ","PA","12/2013","26580","11103"
"150020","ACARÁ","PA","09/2013","26014","11241"
"150020","ACARÁ","PA","08/2013","25636","11312"
"150020","ACARÁ","PA","07/2013","24774","11466"
"150020","ACARÁ","PA","05/2013","24196","11620"
"150020","ACARÁ","PA","04/2013","23909","11706"
"150020","ACARÁ","PA","02/2013","22259","11443"
"150020","ACARÁ","PA","01/2013","21721","11333"
"150020","ACARÁ","PA","06/2013","24789","11533"
"150020","ACARÁ","PA","03/2013","23370","11749"
"150020","ACARÁ","PA","12/2012","21266","11345"
"150020","ACARÁ","PA","11/2012","20690","11300"
"150020","ACARÁ","PA","10/2012","20556","11382"
"150020","ACARÁ","PA","09/2012","20377","11395"
"150030","AFUÁ","PA","07/2026","30810","9393"
"150030","AFUÁ","PA","08/2026","30823","9382"
"150030","AFUÁ","PA","08/2012","7511","17570"
"150030","AFUÁ","PA","09/2012","7763","17536"
"150030","AFUÁ","PA","10/2012","7987","17455"
"150030","AFUÁ","PA","11/2012","8197","17347"
"150030","AFUÁ","PA","12/2012","8549","17337"
"150030","AFUÁ","PA","03/2013","8798","17016"
"150030","AFUÁ","PA","05/2013","10774","15106"
"150030","AFUÁ","PA","01/2013","8600","17287"
"150030","AFUÁ","PA","02/2013","8609","17236"
"150030","AFUÁ","PA","04/2013","10584","15243"
"150030","AFUÁ","PA","06/2013","11280","14654"
"150030","AFUÁ","PA","07/2013","11295","14588"
"150030","AFUÁ","PA","08/2013","12306","13809"
"150030","AFUÁ","PA","09/2013","13019","13398"
"150030","AFUÁ","PA","12/2013","14856","12611"
"150030","AFUÁ","PA","10/2013","13808","13138"
"150030","AFUÁ","PA","11/2013","14382","12966"
"150030","AFUÁ","PA","01/2014","14893","12580"
"150030","AFUÁ","PA","02/2014","15218","12303"
"150030","AFUÁ","PA","04/2014","15993","11562"
"150030","AFUÁ","PA","05/2014","16131","11408"
"150030","AFUÁ","PA","06/2014","16303","11286"
"150030","AFUÁ","PA","03/2014","15615","11942"
"150030","AFUÁ","PA","07/2014","17073","10823"
"150030","AFUÁ","PA","08/2014","17859","10774"
"150030","AFUÁ","PA","09/2014","18070","10688"
"150030","AFUÁ","PA","12/2014","18521","10504"
"150030","AFUÁ","PA","10/2014","18266","10625"
"150030","AFUÁ","PA","11/2014","18405","10555"
"150030","AFUÁ","PA","09/2015","19659","9488"
"150030","AFUÁ","PA","04/2015","18814","9730"
"150030","AFUÁ","PA","06/2015","18938","9671"
"150030","AFUÁ","PA","02/2015","18269","10061"
"150030","AFUÁ","PA","10/2015","19811","9395"
"150030","AFUÁ","PA","11/2015","20052","9335"
"150030","AFUÁ","PA","12/2015","20792","9265"
"150030","AFUÁ","PA","07/2015","18949","9550"
"150030","AFUÁ","PA","08/2015","19399","9477"
"150030","AFUÁ","PA","05/2015","18849","9694"
"150030","AFUÁ","PA","01/2015","18058","10138"
"150030","AFUÁ","PA","03/2015","18703","9793"
"150030","AFUÁ","PA","05/2016","21340","9053"
"150030","AFUÁ","PA","08/2016","21524","9075"
"150030","AFUÁ","PA","02/2016","20892","8920"
"150030","AFUÁ","PA","10/2016","21955","9189"
"150030","AFUÁ","PA","09/2016","21735","9140"
"150030","AFUÁ","PA","11/2016","22155","9132"
"150030","AFUÁ","PA","06/2016","21371","9023"
"150030","AFUÁ","PA","01/2016","20838","8890"
"150030","AFUÁ","PA","03/2016","20966","8963"
"150030","AFUÁ","PA","04/2016","21093","9040"
"150030","AFUÁ","PA","07/2016","21402","9042"
"150030","AFUÁ","PA","12/2016","22256","8977"
"150030","AFUÁ","PA","10/2017","23302","9076"
"150030","AFUÁ","PA","02/2017","22421","9070"
"150030","AFUÁ","PA","01/2017","22342","9023"
"150030","AFUÁ","PA","11/2017","23559","9167"
"150030","AFUÁ","PA","03/2017","22570","9122"
"150030","AFUÁ","PA","07/2017","23217","9231"
"150030","AFUÁ","PA","09/2017","23004","8925"
"150030","AFUÁ","PA","12/2017","23828","9224"
"150030","AFUÁ","PA","08/2017","23302","9253"
"150030","AFUÁ","PA","05/2017","23000","9220"
"150030","AFUÁ","PA","04/2017","22749","9189"
"150030","AFUÁ","PA","06/2017","23106","9202"
"150030","AFUÁ","PA","01/2018","23990","9255"
"150030","AFUÁ","PA","09/2018","24265","9237"
"150030","AFUÁ","PA","06/2018","24493","9395"
"150030","AFUÁ","PA","08/2018","24294","9266"
"150030","AFUÁ","PA","10/2018","24278","9211"
"150030","AFUÁ","PA","11/2018","24263","9182"
"150030","AFUÁ","PA","03/2018","23915","9275"
"150030","AFUÁ","PA","04/2018","24074","9320"
"150030","AFUÁ","PA","07/2018","24568","9378"
"150030","AFUÁ","PA","12/2018","23819","9019"
"150030","AFUÁ","PA","02/2018","24043","9297"
"150030","AFUÁ","PA","05/2018","24239","9381"
"150030","AFUÁ","PA","06/2019","23686","9099"
"150030","AFUÁ","PA","08/2019","23748","9084"
"150030","AFUÁ","PA","07/2019","23746","9094"
"150030","AFUÁ","PA","11/2019","23842","8932"
"150030","AFUÁ","PA","04/2019","23729","8974"
"150030","AFUÁ","PA","01/2019","23792","9007"
"150030","AFUÁ","PA","02/2019","23732","8995"
"150030","AFUÁ","PA","03/2019","23751","9049"
"150030","AFUÁ","PA","10/2019","23646","8921"
"150030","AFUÁ","PA","05/2019","23666","9055"
"150030","AFUÁ","PA","12/2019","24440","8974"
"150030","AFUÁ","PA","09/2019","23477","8891"
"150030","AFUÁ","PA","08/2020","24402","8951"
"150030","AFUÁ","PA","02/2020","24345","8845"
"150030","AFUÁ","PA","09/2020","24375","8943"
"150030","AFUÁ","PA","07/2020","24404","8950"
"150030","AFUÁ","PA","06/2020","24405","8957"
"150030","AFUÁ","PA","10/2020","24433","8957"
"150030","AFUÁ","PA","12/2020","24257","8834"
"150030","AFUÁ","PA","01/2020","24616","8994"
"150030","AFUÁ","PA","04/2020","24413","8957"
"150030","AFUÁ","PA","03/2020","24408","8945"
"150030","AFUÁ","PA","11/2020","24278","8836"
"150030","AFUÁ","PA","05/2020","24409","8957"
"150030","AFUÁ","PA","03/2021","24239","8845"
"150030","AFUÁ","PA","01/2021","24261","8838"
"150030","AFUÁ","PA","02/2021","24238","8842"
"150030","AFUÁ","PA","04/2021","24235","8830"
"150030","AFUÁ","PA","06/2021","24268","8852"
"150030","AFUÁ","PA","11/2021","24367","8901"
"150030","AFUÁ","PA","08/2021","24257","8849"
"150030","AFUÁ","PA","07/2021","24283","8860"
"150030","AFUÁ","PA","10/2021","24238","8865"
"150030","AFUÁ","PA","09/2021","24234","8858"
"150030","AFUÁ","PA","12/2021","24448","8874"
"150030","AFUÁ","PA","05/2021","24261","8840"
"150030","AFUÁ","PA","03/2022","24447","8917"
"150030","AFUÁ","PA","05/2022","25002","9109"
"150030","AFUÁ","PA","09/2022","26048","9184"
"150030","AFUÁ","PA","01/2022","24452","8876"
"150030","AFUÁ","PA","12/2022","26526","9252"
"150030","AFUÁ","PA","04/2022","24628","9083"
"150030","AFUÁ","PA","10/2022","26361","9261"
"150030","AFUÁ","PA","02/2022","24440","8872"
"150030","AFUÁ","PA","11/2022","26450","9265"
"150030","AFUÁ","PA","06/2022","25215","9083"
"150030","AFUÁ","PA","08/2022","25706","9103"
"150030","AFUÁ","PA","07/2022","25510","9073"
"150030","AFUÁ","PA","04/2023","26553","9178"
"150030","AFUÁ","PA","05/2023","26773","9153"
"150030","AFUÁ","PA","07/2023","27106","9163"
"150030","AFUÁ","PA","09/2023","27291","9174"
"150030","AFUÁ","PA","02/2023","26459","9236"
"150030","AFUÁ","PA","08/2023","27153","9183"
"150030","AFUÁ","PA","01/2023","26491","9244"
"150030","AFUÁ","PA","10/2023","27390","9196"
"150030","AFUÁ","PA","11/2023","27650","9197"
"150030","AFUÁ","PA","03/2023","26526","9259"
"150030","AFUÁ","PA","06/2023","27006","9145"
"150030","AFUÁ","PA","12/2023","28302","9188"
"150030","AFUÁ","PA","07/2024","28782","8980"
"150030","AFUÁ","PA","03/2024","28394","9074"
"150030","AFUÁ","PA","10/2024","29002","9009"
"150030","AFUÁ","PA","01/2024","28251","9039"
"150030","AFUÁ","PA","08/2024","28844","8992"
"150030","AFUÁ","PA","09/2024","28872","9004"
"150030","AFUÁ","PA","11/2024","29111","9090"
"150030","AFUÁ","PA","06/2024","28971","9114"
"150030","AFUÁ","PA","12/2024","29315","9134"
"150030","AFUÁ","PA","04/2024","28637","9089"
"150030","AFUÁ","PA","02/2024","28303","9029"
"150030","AFUÁ","PA","05/2024","28796","9126"
"150030","AFUÁ","PA","10/2025","29708","9278"
"150030","AFUÁ","PA","11/2025","29829","9275"
"150030","AFUÁ","PA","01/2025","29188","9117"
"150030","AFUÁ","PA","03/2025","29127","9157"
"150030","AFUÁ","PA","02/2025","29164","9110"
"150030","AFUÁ","PA","05/2025","29234","9368"
"150030","AFUÁ","PA","06/2025","29300","9402"
"150030","AFUÁ","PA","08/2025","29175","9316"
"150030","AFUÁ","PA","09/2025","29270","9295"
"150030","AFUÁ","PA","07/2025","29222","9337"
"150030","AFUÁ","PA","12/2025","30011","9264"
"150030","AFUÁ","PA","01/2026","30005","9246"
"150030","AFUÁ","PA","02/2026","30106","9260"
"150030","AFUÁ","PA","03/2026","30011","9284"
"150030","AFUÁ","PA","04/2026","30147","9316"
"150030","AFUÁ","PA","05/2026","30396","9378"
"150030","AFUÁ","PA","06/2026","30541","9393"
"150034","ÁGUA AZUL DO NORTE","PA","08/2026","3830","6382"
"150034","ÁGUA AZUL DO NORTE","PA","07/2026","3853","6407"
"150034","ÁGUA AZUL DO NORTE","PA","06/2026","3839","6503"
"150034","ÁGUA AZUL DO NORTE","PA","05/2026","3830","6524"
"150034","ÁGUA AZUL DO NORTE","PA","04/2026","3797","6572"
"150034","ÁGUA AZUL DO NORTE","PA","03/2026","3794","6606"
"150034","ÁGUA AZUL DO NORTE","PA","02/2026","3757","6597"
"150034","ÁGUA AZUL DO NORTE","PA","01/2026","3783","6642"
"150034","ÁGUA AZUL DO NORTE","PA","05/2025","3687","6829"
"150034","ÁGUA AZUL DO NORTE","PA","03/2025","3645","6753"
"150034","ÁGUA AZUL DO NORTE","PA","10/2025","3745","6682"
"150034","ÁGUA AZUL DO NORTE","PA","07/2025","3728","6830"
"150034","ÁGUA AZUL DO NORTE","PA","06/2025","3705","6844"
"150034","ÁGUA AZUL DO NORTE","PA","09/2025","3650","6723"
"150034","ÁGUA AZUL DO NORTE","PA","01/2025","3681","6778"
"150034","ÁGUA AZUL DO NORTE","PA","12/2025","3795","6663"
"150034","ÁGUA AZUL DO NORTE","PA","02/2025","3621","6743"
"150034","ÁGUA AZUL DO NORTE","PA","08/2025","3641","6703"
"150034","ÁGUA AZUL DO NORTE","PA","11/2025","3768","6707"
"150034","ÁGUA AZUL DO NORTE","PA","07/2024","3853","6965"
"150034","ÁGUA AZUL DO NORTE","PA","01/2024","4015","7245"
"150034","ÁGUA AZUL DO NORTE","PA","03/2024","4058","7228"
"150034","ÁGUA AZUL DO NORTE","PA","05/2024","4100","7209"
"150034","ÁGUA AZUL DO NORTE","PA","10/2024","3761","6860"
"150034","ÁGUA AZUL DO NORTE","PA","11/2024","3772","6886"
"150034","ÁGUA AZUL DO NORTE","PA","09/2024","3765","6824"
"150034","ÁGUA AZUL DO NORTE","PA","06/2024","4105","7218"
"150034","ÁGUA AZUL DO NORTE","PA","02/2024","3992","7242"
"150034","ÁGUA AZUL DO NORTE","PA","08/2024","3831","6963"
"150034","ÁGUA AZUL DO NORTE","PA","04/2024","4070","7243"
"150034","ÁGUA AZUL DO NORTE","PA","12/2024","3751","6872"
"150034","ÁGUA AZUL DO NORTE","PA","05/2023","4128","7269"
"150034","ÁGUA AZUL DO NORTE","PA","04/2023","4104","7275"
"150034","ÁGUA AZUL DO NORTE","PA","12/2023","4149","7482"
"150034","ÁGUA AZUL DO NORTE","PA","06/2023","4118","7250"
"150034","ÁGUA AZUL DO NORTE","PA","03/2023","4255","7415"
"150034","ÁGUA AZUL DO NORTE","PA","01/2023","4273","7357"
"150034","ÁGUA AZUL DO NORTE","PA","02/2023","4252","7397"
"150034","ÁGUA AZUL DO NORTE","PA","09/2023","4129","7357"
"150034","ÁGUA AZUL DO NORTE","PA","08/2023","4119","7292"
"150034","ÁGUA AZUL DO NORTE","PA","07/2023","4107","7275"
"150034","ÁGUA AZUL DO NORTE","PA","11/2023","4156","7439"
"150034","ÁGUA AZUL DO NORTE","PA","10/2023","4156","7386"
"150034","ÁGUA AZUL DO NORTE","PA","12/2022","4281","7365"
"150034","ÁGUA AZUL DO NORTE","PA","11/2022","4273","7353"
"150034","ÁGUA AZUL DO NORTE","PA","05/2022","4107","7101"
"150034","ÁGUA AZUL DO NORTE","PA","08/2022","4186","7197"
"150034","ÁGUA AZUL DO NORTE","PA","07/2022","4165","7190"
"150034","ÁGUA AZUL DO NORTE","PA","06/2022","4146","7119"
"150034","ÁGUA AZUL DO NORTE","PA","01/2022","3882","6878"
"150034","ÁGUA AZUL DO NORTE","PA","04/2022","4064","7077"
"150034","ÁGUA AZUL DO NORTE","PA","09/2022","4226","7251"
"150034","ÁGUA AZUL DO NORTE","PA","02/2022","3953","6947"
"150034","ÁGUA AZUL DO NORTE","PA","03/2022","4000","7012"
"150034","ÁGUA AZUL DO NORTE","PA","10/2022","4259","7305"
"150034","ÁGUA AZUL DO NORTE","PA","06/2021","3705","6755"
"150034","ÁGUA AZUL DO NORTE","PA","12/2021","3875","6861"
"150034","ÁGUA AZUL DO NORTE","PA","04/2021","3701","6696"
"150034","ÁGUA AZUL DO NORTE","PA","07/2021","3733","6764"
"150034","ÁGUA AZUL DO NORTE","PA","02/2021","3697","6618"
"150034","ÁGUA AZUL DO NORTE","PA","11/2021","3854","6850"
"150034","ÁGUA AZUL DO NORTE","PA","09/2021","3794","6783"
"150034","ÁGUA AZUL DO NORTE","PA","10/2021","3856","6806"
"150034","ÁGUA AZUL DO NORTE","PA","08/2021","3740","6773"
"150034","ÁGUA AZUL DO NORTE","PA","01/2021","3687","6566"
"150034","ÁGUA AZUL DO NORTE","PA","05/2021","3700","6709"
"150034","ÁGUA AZUL DO NORTE","PA","03/2021","3686","6665"
"150034","ÁGUA AZUL DO NORTE","PA","09/2020","3702","6678"
"150034","ÁGUA AZUL DO NORTE","PA","04/2020","3645","6628"
"150034","ÁGUA AZUL DO NORTE","PA","10/2020","3709","6699"
"150034","ÁGUA AZUL DO NORTE","PA","01/2020","3768","6785"
"150034","ÁGUA AZUL DO NORTE","PA","07/2020","3683","6652"
"150034","ÁGUA AZUL DO NORTE","PA","08/2020","3691","6676"
"150034","ÁGUA AZUL DO NORTE","PA","06/2020","3671","6636"
"150034","ÁGUA AZUL DO NORTE","PA","03/2020","3640","6626"
"150034","ÁGUA AZUL DO NORTE","PA","11/2020","3666","6545"
"150034","ÁGUA AZUL DO NORTE","PA","12/2020","3679","6544"
"150034","ÁGUA AZUL DO NORTE","PA","02/2020","3645","6596"
"150034","ÁGUA AZUL DO NORTE","PA","05/2020","3668","6632"
"150034","ÁGUA AZUL DO NORTE","PA","12/2019","3767","6780"
"150034","ÁGUA AZUL DO NORTE","PA","07/2019","3954","7105"
"150034","ÁGUA AZUL DO NORTE","PA","08/2019","3970","7077"
"150034","ÁGUA AZUL DO NORTE","PA","02/2019","3837","7031"
"150034","ÁGUA AZUL DO NORTE","PA","06/2019","3929","7100"
"150034","ÁGUA AZUL DO NORTE","PA","10/2019","3784","6781"
"150034","ÁGUA AZUL DO NORTE","PA","05/2019","3857","7046"
"150034","ÁGUA AZUL DO NORTE","PA","11/2019","3776","6772"
"150034","ÁGUA AZUL DO NORTE","PA","01/2019","3792","7008"
"150034","ÁGUA AZUL DO NORTE","PA","09/2019","3787","6811"
"150034","ÁGUA AZUL DO NORTE","PA","04/2019","3849","7002"
"150034","ÁGUA AZUL DO NORTE","PA","03/2019","3871","7035"
"150034","ÁGUA AZUL DO NORTE","PA","03/2018","3845","7198"
"150034","ÁGUA AZUL DO NORTE","PA","06/2018","3958","7281"
"150034","ÁGUA AZUL DO NORTE","PA","02/2018","3897","7324"
"150034","ÁGUA AZUL DO NORTE","PA","12/2018","3781","6971"
"150034","ÁGUA AZUL DO NORTE","PA","09/2018","3834","7097"
"150034","ÁGUA AZUL DO NORTE","PA","11/2018","3875","7165"
"150034","ÁGUA AZUL DO NORTE","PA","05/2018","3923","7263"
"150034","ÁGUA AZUL DO NORTE","PA","08/2018","3792","7105"
"150034","ÁGUA AZUL DO NORTE","PA","10/2018","3855","7155"
"150034","ÁGUA AZUL DO NORTE","PA","04/2018","3865","7227"
"150034","ÁGUA AZUL DO NORTE","PA","01/2018","3874","7276"
"150034","ÁGUA AZUL DO NORTE","PA","07/2018","3965","7282"
"150034","ÁGUA AZUL DO NORTE","PA","11/2017","3857","7251"
"150034","ÁGUA AZUL DO NORTE","PA","02/2017","3841","7614"
"150034","ÁGUA AZUL DO NORTE","PA","06/2017","3962","7721"
"150034","ÁGUA AZUL DO NORTE","PA","12/2017","3868","7255"
"150034","ÁGUA AZUL DO NORTE","PA","05/2017","3941","7706"
"150034","ÁGUA AZUL DO NORTE","PA","08/2017","3948","7701"
"150034","ÁGUA AZUL DO NORTE","PA","04/2017","3871","7676"
"150034","ÁGUA AZUL DO NORTE","PA","10/2017","3824","7224"
"150034","ÁGUA AZUL DO NORTE","PA","03/2017","3895","7615"
"150034","ÁGUA AZUL DO NORTE","PA","09/2017","3754","7190"
"150034","ÁGUA AZUL DO NORTE","PA","01/2017","3782","7595"
"150034","ÁGUA AZUL DO NORTE","PA","07/2017","3942","7716"
"150034","ÁGUA AZUL DO NORTE","PA","11/2016","3874","7955"
"150034","ÁGUA AZUL DO NORTE","PA","07/2016","3822","7920"
"150034","ÁGUA AZUL DO NORTE","PA","08/2016","3831","7930"
"150034","ÁGUA AZUL DO NORTE","PA","12/2016","3791","7608"
"150034","ÁGUA AZUL DO NORTE","PA","01/2016","3683","7657"
"150034","ÁGUA AZUL DO NORTE","PA","05/2016","3783","7908"
"150034","ÁGUA AZUL DO NORTE","PA","04/2016","3754","7871"
"150034","ÁGUA AZUL DO NORTE","PA","10/2016","3847","7952"
"150034","ÁGUA AZUL DO NORTE","PA","09/2016","3836","7945"
"150034","ÁGUA AZUL DO NORTE","PA","03/2016","3687","7740"
"150034","ÁGUA AZUL DO NORTE","PA","06/2016","3795","7940"
"150034","ÁGUA AZUL DO NORTE","PA","02/2016","3684","7692"
"150034","ÁGUA AZUL DO NORTE","PA","05/2015","3763","8210"
"150034","ÁGUA AZUL DO NORTE","PA","12/2015","3758","8018"
"150034","ÁGUA AZUL DO NORTE","PA","10/2015","3732","8009"
"150034","ÁGUA AZUL DO NORTE","PA","04/2015","3734","8228"
"150034","ÁGUA AZUL DO NORTE","PA","08/2015","3708","8065"
"150034","ÁGUA AZUL DO NORTE","PA","01/2015","3643","8286"
"150034","ÁGUA AZUL DO NORTE","PA","06/2015","3760","8223"
"150034","ÁGUA AZUL DO NORTE","PA","07/2015","3707","8088"
"150034","ÁGUA AZUL DO NORTE","PA","09/2015","3713","8030"
"150034","ÁGUA AZUL DO NORTE","PA","03/2015","3711","8245"
"150034","ÁGUA AZUL DO NORTE","PA","02/2015","3652","8280"
"150034","ÁGUA AZUL DO NORTE","PA","11/2015","3746","8011"
"150034","ÁGUA AZUL DO NORTE","PA","11/2014","3900","8516"
"150034","ÁGUA AZUL DO NORTE","PA","10/2014","3874","8508"
"150034","ÁGUA AZUL DO NORTE","PA","12/2014","3901","8488"
"150034","ÁGUA AZUL DO NORTE","PA","09/2014","3865","8471"
"150034","ÁGUA AZUL DO NORTE","PA","08/2014","3846","8498"
"150034","ÁGUA AZUL DO NORTE","PA","07/2014","3790","8480"
"150034","ÁGUA AZUL DO NORTE","PA","03/2014","3624","8525"
"150034","ÁGUA AZUL DO NORTE","PA","04/2014","3703","8457"
"150034","ÁGUA AZUL DO NORTE","PA","05/2014","3728","8468"
"150034","ÁGUA AZUL DO NORTE","PA","02/2014","3491","8505"
"150034","ÁGUA AZUL DO NORTE","PA","06/2014","3767","8491"
"150034","ÁGUA AZUL DO NORTE","PA","01/2014","3445","8484"
"150034","ÁGUA AZUL DO NORTE","PA","11/2013","3465","8451"
"150034","ÁGUA AZUL DO NORTE","PA","10/2013","3455","8481"
"150034","ÁGUA AZUL DO NORTE","PA","12/2013","3444","8456"
"150034","ÁGUA AZUL DO NORTE","PA","09/2013","3449","8490"
"150034","ÁGUA AZUL DO NORTE","PA","08/2013","3467","8474"
"150034","ÁGUA AZUL DO NORTE","PA","07/2013","3461","8456"
"150034","ÁGUA AZUL DO NORTE","PA","05/2013","3515","8581"
"150034","ÁGUA AZUL DO NORTE","PA","02/2013","3432","9024"
"150034","ÁGUA AZUL DO NORTE","PA","01/2013","3392","9077"
"150034","ÁGUA AZUL DO NORTE","PA","06/2013","3500","8536"
"150034","ÁGUA AZUL DO NORTE","PA","03/2013","3389","8943"
"150034","ÁGUA AZUL DO NORTE","PA","04/2013","3523","8629"
"150034","ÁGUA AZUL DO NORTE","PA","12/2012","3337","9078"
"150034","ÁGUA AZUL DO NORTE","PA","11/2012","3237","9152"
"150034","ÁGUA AZUL DO NORTE","PA","10/2012","3171","9200"
"150034","ÁGUA AZUL DO NORTE","PA","09/2012","3020","9323"
"150034","ÁGUA AZUL DO NORTE","PA","08/2012","2539","9714"
"150040","ALENQUER","PA","11/2023","24346","23411"
"150040","ALENQUER","PA","08/2012","18904","23149"
"150040","ALENQUER","PA","09/2012","19239","22561"
"150040","ALENQUER","PA","10/2012","19611","22039"
"150040","ALENQUER","PA","11/2012","19764","21731"
"150040","ALENQUER","PA","12/2012","19975","21316"
"150040","ALENQUER","PA","03/2013","20263","21482"
"150040","ALENQUER","PA","10/2013","20538","21434"
"150040","ALENQUER","PA","01/2013","20021","21478"
"150040","ALENQUER","PA","02/2013","20209","21515"
"150040","ALENQUER","PA","04/2013","20327","21490"
