"Código","Unidade Territorial","UF","Referência","Número de pessoas do sexo masculino cadastradas no Cadastro Único","Número de pessoas do sexo feminino cadastradas no Cadastro Único"
"150020","ACARÁ","PA","10/2014","19320","22086"
"150020","ACARÁ","PA","12/2014","19740","22569"
"150020","ACARÁ","PA","08/2014","19147","21927"
"150020","ACARÁ","PA","07/2014","19094","21888"
"150020","ACARÁ","PA","03/2014","17958","20421"
"150020","ACARÁ","PA","06/2014","18931","21723"
"150020","ACARÁ","PA","05/2014","18661","21409"
"150020","ACARÁ","PA","04/2014","18242","20813"
"150020","ACARÁ","PA","02/2014","17822","20250"
"150020","ACARÁ","PA","01/2014","17702","20085"
"150020","ACARÁ","PA","09/2014","19187","21976"
"150020","ACARÁ","PA","11/2013","17651","20021"
"150020","ACARÁ","PA","10/2013","17491","19860"
"150020","ACARÁ","PA","12/2013","17644","20039"
"150020","ACARÁ","PA","09/2013","17452","19803"
"150020","ACARÁ","PA","08/2013","17297","19651"
"150020","ACARÁ","PA","07/2013","17257","19623"
"150020","ACARÁ","PA","05/2013","16791","19025"
"150020","ACARÁ","PA","04/2013","16696","18919"
"150020","ACARÁ","PA","02/2013","15803","17899"
"150020","ACARÁ","PA","01/2013","15512","17542"
"150020","ACARÁ","PA","06/2013","17024","19298"
"150020","ACARÁ","PA","03/2013","16441","18678"
"150020","ACARÁ","PA","12/2012","15320","17291"
"150020","ACARÁ","PA","11/2012","15034","16956"
"150020","ACARÁ","PA","10/2012","15010","16928"
"150020","ACARÁ","PA","09/2012","14919","16853"
"150030","AFUÁ","PA","07/2026","20010","20213"
"150030","AFUÁ","PA","08/2026","20024","20201"
"150030","AFUÁ","PA","08/2012","12235","12846"
"150030","AFUÁ","PA","09/2012","12325","12974"
"150030","AFUÁ","PA","10/2012","12402","13040"
"150030","AFUÁ","PA","11/2012","12453","13091"
"150030","AFUÁ","PA","12/2012","12604","13282"
"150030","AFUÁ","PA","03/2013","12553","13261"
"150030","AFUÁ","PA","05/2013","12573","13307"
"150030","AFUÁ","PA","01/2013","12598","13289"
"150030","AFUÁ","PA","02/2013","12577","13268"
"150030","AFUÁ","PA","04/2013","12553","13274"
"150030","AFUÁ","PA","06/2013","12599","13335"
"150030","AFUÁ","PA","07/2013","12638","13364"
"150030","AFUÁ","PA","08/2013","12694","13421"
"150030","AFUÁ","PA","09/2013","12853","13564"
"150030","AFUÁ","PA","12/2013","13335","14132"
"150030","AFUÁ","PA","10/2013","13094","13852"
"150030","AFUÁ","PA","11/2013","13280","14068"
"150030","AFUÁ","PA","01/2014","13336","14137"
"150030","AFUÁ","PA","02/2014","13358","14163"
"150030","AFUÁ","PA","04/2014","13367","14188"
"150030","AFUÁ","PA","05/2014","13367","14172"
"150030","AFUÁ","PA","06/2014","13397","14192"
"150030","AFUÁ","PA","03/2014","13377","14180"
"150030","AFUÁ","PA","07/2014","13548","14348"
"150030","AFUÁ","PA","08/2014","13930","14703"
"150030","AFUÁ","PA","09/2014","13997","14761"
"150030","AFUÁ","PA","12/2014","14140","14885"
"150030","AFUÁ","PA","10/2014","14069","14822"
"150030","AFUÁ","PA","11/2014","14112","14848"
"150030","AFUÁ","PA","09/2015","14257","14890"
"150030","AFUÁ","PA","04/2015","13906","14638"
"150030","AFUÁ","PA","06/2015","13957","14652"
"150030","AFUÁ","PA","02/2015","13765","14565"
"150030","AFUÁ","PA","10/2015","14288","14918"
"150030","AFUÁ","PA","11/2015","14375","15012"
"150030","AFUÁ","PA","12/2015","14709","15348"
"150030","AFUÁ","PA","07/2015","13928","14571"
"150030","AFUÁ","PA","08/2015","14112","14764"
"150030","AFUÁ","PA","05/2015","13923","14620"
"150030","AFUÁ","PA","01/2015","13689","14507"
"150030","AFUÁ","PA","03/2015","13869","14627"
"150030","AFUÁ","PA","05/2016","14829","15564"
"150030","AFUÁ","PA","08/2016","14962","15637"
"150030","AFUÁ","PA","02/2016","14569","15243"
"150030","AFUÁ","PA","10/2016","15226","15918"
"150030","AFUÁ","PA","09/2016","15102","15773"
"150030","AFUÁ","PA","11/2016","15292","15995"
"150030","AFUÁ","PA","06/2016","14832","15562"
"150030","AFUÁ","PA","01/2016","14525","15203"
"150030","AFUÁ","PA","03/2016","14614","15315"
"150030","AFUÁ","PA","04/2016","14695","15438"
"150030","AFUÁ","PA","07/2016","14866","15578"
"150030","AFUÁ","PA","12/2016","15260","15973"
"150030","AFUÁ","PA","10/2017","15860","16518"
"150030","AFUÁ","PA","02/2017","15368","16123"
"150030","AFUÁ","PA","01/2017","15327","16038"
"150030","AFUÁ","PA","11/2017","16033","16693"
"150030","AFUÁ","PA","03/2017","15474","16218"
"150030","AFUÁ","PA","07/2017","15874","16574"
"150030","AFUÁ","PA","09/2017","15619","16310"
"150030","AFUÁ","PA","12/2017","16199","16853"
"150030","AFUÁ","PA","08/2017","15934","16621"
"150030","AFUÁ","PA","05/2017","15743","16477"
"150030","AFUÁ","PA","04/2017","15606","16332"
"150030","AFUÁ","PA","06/2017","15793","16515"
"150030","AFUÁ","PA","01/2018","16296","16949"
"150030","AFUÁ","PA","09/2018","16404","17098"
"150030","AFUÁ","PA","06/2018","16601","17287"
"150030","AFUÁ","PA","08/2018","16423","17137"
"150030","AFUÁ","PA","10/2018","16418","17071"
"150030","AFUÁ","PA","11/2018","16399","17046"
"150030","AFUÁ","PA","03/2018","16252","16938"
"150030","AFUÁ","PA","04/2018","16339","17055"
"150030","AFUÁ","PA","07/2018","16626","17320"
"150030","AFUÁ","PA","12/2018","16070","16768"
"150030","AFUÁ","PA","02/2018","16340","17000"
"150030","AFUÁ","PA","05/2018","16457","17163"
"150030","AFUÁ","PA","06/2019","16101","16684"
"150030","AFUÁ","PA","08/2019","16126","16706"
"150030","AFUÁ","PA","07/2019","16129","16711"
"150030","AFUÁ","PA","11/2019","16117","16657"
"150030","AFUÁ","PA","04/2019","16041","16662"
"150030","AFUÁ","PA","01/2019","16062","16737"
"150030","AFUÁ","PA","02/2019","16021","16706"
"150030","AFUÁ","PA","03/2019","16066","16734"
"150030","AFUÁ","PA","10/2019","16001","16566"
"150030","AFUÁ","PA","05/2019","16050","16671"
"150030","AFUÁ","PA","12/2019","16422","16992"
"150030","AFUÁ","PA","09/2019","15899","16469"
"150030","AFUÁ","PA","08/2020","16384","16969"
"150030","AFUÁ","PA","02/2020","16307","16883"
"150030","AFUÁ","PA","09/2020","16372","16946"
"150030","AFUÁ","PA","07/2020","16382","16972"
"150030","AFUÁ","PA","06/2020","16388","16974"
"150030","AFUÁ","PA","10/2020","16419","16971"
"150030","AFUÁ","PA","12/2020","16253","16838"
"150030","AFUÁ","PA","01/2020","16520","17090"
"150030","AFUÁ","PA","04/2020","16389","16981"
"150030","AFUÁ","PA","03/2020","16377","16976"
"150030","AFUÁ","PA","11/2020","16265","16849"
"150030","AFUÁ","PA","05/2020","16390","16976"
"150030","AFUÁ","PA","03/2021","16256","16828"
"150030","AFUÁ","PA","01/2021","16257","16842"
"150030","AFUÁ","PA","02/2021","16253","16827"
"150030","AFUÁ","PA","04/2021","16240","16825"
"150030","AFUÁ","PA","06/2021","16263","16857"
"150030","AFUÁ","PA","11/2021","16359","16909"
"150030","AFUÁ","PA","08/2021","16263","16843"
"150030","AFUÁ","PA","07/2021","16279","16864"
"150030","AFUÁ","PA","10/2021","16266","16837"
"150030","AFUÁ","PA","09/2021","16254","16838"
"150030","AFUÁ","PA","12/2021","16383","16939"
"150030","AFUÁ","PA","05/2021","16255","16846"
"150030","AFUÁ","PA","03/2022","16407","16957"
"150030","AFUÁ","PA","05/2022","16822","17289"
"150030","AFUÁ","PA","09/2022","17444","17788"
"150030","AFUÁ","PA","01/2022","16377","16951"
"150030","AFUÁ","PA","12/2022","17807","17971"
"150030","AFUÁ","PA","04/2022","16593","17118"
"150030","AFUÁ","PA","10/2022","17687","17935"
"150030","AFUÁ","PA","02/2022","16375","16937"
"150030","AFUÁ","PA","11/2022","17757","17958"
"150030","AFUÁ","PA","06/2022","16915","17383"
"150030","AFUÁ","PA","08/2022","17215","17594"
"150030","AFUÁ","PA","07/2022","17084","17499"
"150030","AFUÁ","PA","04/2023","17785","17946"
"150030","AFUÁ","PA","05/2023","17866","18060"
"150030","AFUÁ","PA","07/2023","18024","18245"
"150030","AFUÁ","PA","09/2023","18124","18341"
"150030","AFUÁ","PA","02/2023","17776","17919"
"150030","AFUÁ","PA","08/2023","18064","18272"
"150030","AFUÁ","PA","01/2023","17785","17950"
"150030","AFUÁ","PA","10/2023","18181","18405"
"150030","AFUÁ","PA","11/2023","18296","18551"
"150030","AFUÁ","PA","03/2023","17811","17974"
"150030","AFUÁ","PA","06/2023","17974","18177"
"150030","AFUÁ","PA","12/2023","18654","18836"
"150030","AFUÁ","PA","07/2024","18591","19171"
"150030","AFUÁ","PA","03/2024","18524","18944"
"150030","AFUÁ","PA","10/2024","18706","19305"
"150030","AFUÁ","PA","01/2024","18443","18847"
"150030","AFUÁ","PA","08/2024","18628","19208"
"150030","AFUÁ","PA","09/2024","18645","19231"
"150030","AFUÁ","PA","11/2024","18816","19385"
"150030","AFUÁ","PA","06/2024","18770","19315"
"150030","AFUÁ","PA","12/2024","18953","19496"
"150030","AFUÁ","PA","04/2024","18625","19101"
"150030","AFUÁ","PA","02/2024","18463","18869"
"150030","AFUÁ","PA","05/2024","18690","19232"
"150030","AFUÁ","PA","10/2025","19206","19788"
"150030","AFUÁ","PA","11/2025","19271","19847"
"150030","AFUÁ","PA","01/2025","18891","19414"
"150030","AFUÁ","PA","03/2025","18875","19409"
"150030","AFUÁ","PA","02/2025","18870","19404"
"150030","AFUÁ","PA","05/2025","19018","19595"
"150030","AFUÁ","PA","06/2025","19078","19636"
"150030","AFUÁ","PA","08/2025","18990","19508"
"150030","AFUÁ","PA","09/2025","19012","19559"
"150030","AFUÁ","PA","07/2025","19001","19570"
"150030","AFUÁ","PA","12/2025","19394","19897"
"150030","AFUÁ","PA","01/2026","19390","19877"
"150030","AFUÁ","PA","02/2026","19478","19905"
"150030","AFUÁ","PA","03/2026","19445","19867"
"150030","AFUÁ","PA","04/2026","19565","19916"
"150030","AFUÁ","PA","05/2026","19765","20028"
"150030","AFUÁ","PA","06/2026","19852","20097"
"150034","ÁGUA AZUL DO NORTE","PA","08/2026","4594","5619"
"150034","ÁGUA AZUL DO NORTE","PA","07/2026","4598","5663"
"150034","ÁGUA AZUL DO NORTE","PA","06/2026","4636","5707"
"150034","ÁGUA AZUL DO NORTE","PA","05/2026","4629","5726"
"150034","ÁGUA AZUL DO NORTE","PA","04/2026","4619","5751"
"150034","ÁGUA AZUL DO NORTE","PA","03/2026","4616","5785"
"150034","ÁGUA AZUL DO NORTE","PA","02/2026","4581","5778"
"150034","ÁGUA AZUL DO NORTE","PA","01/2026","4615","5815"
"150034","ÁGUA AZUL DO NORTE","PA","05/2025","4559","5964"
"150034","ÁGUA AZUL DO NORTE","PA","03/2025","4505","5894"
"150034","ÁGUA AZUL DO NORTE","PA","10/2025","4585","5847"
"150034","ÁGUA AZUL DO NORTE","PA","07/2025","4600","5963"
"150034","ÁGUA AZUL DO NORTE","PA","06/2025","4587","5967"
"150034","ÁGUA AZUL DO NORTE","PA","09/2025","4534","5844"
"150034","ÁGUA AZUL DO NORTE","PA","01/2025","4526","5934"
"150034","ÁGUA AZUL DO NORTE","PA","12/2025","4636","5827"
"150034","ÁGUA AZUL DO NORTE","PA","02/2025","4484","5881"
"150034","ÁGUA AZUL DO NORTE","PA","08/2025","4509","5840"
"150034","ÁGUA AZUL DO NORTE","PA","11/2025","4632","5848"
"150034","ÁGUA AZUL DO NORTE","PA","07/2024","4696","6123"
"150034","ÁGUA AZUL DO NORTE","PA","01/2024","4925","6336"
"150034","ÁGUA AZUL DO NORTE","PA","03/2024","4938","6349"
"150034","ÁGUA AZUL DO NORTE","PA","05/2024","4941","6369"
"150034","ÁGUA AZUL DO NORTE","PA","10/2024","4606","6016"
"150034","ÁGUA AZUL DO NORTE","PA","11/2024","4627","6032"
"150034","ÁGUA AZUL DO NORTE","PA","09/2024","4586","6004"
"150034","ÁGUA AZUL DO NORTE","PA","06/2024","4945","6379"
"150034","ÁGUA AZUL DO NORTE","PA","02/2024","4905","6330"
"150034","ÁGUA AZUL DO NORTE","PA","08/2024","4687","6108"
"150034","ÁGUA AZUL DO NORTE","PA","04/2024","4951","6363"
"150034","ÁGUA AZUL DO NORTE","PA","12/2024","4615","6009"
"150034","ÁGUA AZUL DO NORTE","PA","05/2023","4999","6398"
"150034","ÁGUA AZUL DO NORTE","PA","04/2023","4988","6391"
"150034","ÁGUA AZUL DO NORTE","PA","12/2023","5132","6500"
"150034","ÁGUA AZUL DO NORTE","PA","06/2023","4990","6378"
"150034","ÁGUA AZUL DO NORTE","PA","03/2023","5126","6544"
"150034","ÁGUA AZUL DO NORTE","PA","01/2023","5083","6547"
"150034","ÁGUA AZUL DO NORTE","PA","02/2023","5107","6542"
"150034","ÁGUA AZUL DO NORTE","PA","09/2023","5049","6437"
"150034","ÁGUA AZUL DO NORTE","PA","08/2023","5001","6410"
"150034","ÁGUA AZUL DO NORTE","PA","07/2023","5001","6381"
"150034","ÁGUA AZUL DO NORTE","PA","11/2023","5123","6473"
"150034","ÁGUA AZUL DO NORTE","PA","10/2023","5087","6456"
"150034","ÁGUA AZUL DO NORTE","PA","12/2022","5091","6555"
"150034","ÁGUA AZUL DO NORTE","PA","11/2022","5082","6544"
"150034","ÁGUA AZUL DO NORTE","PA","05/2022","4906","6302"
"150034","ÁGUA AZUL DO NORTE","PA","08/2022","4985","6398"
"150034","ÁGUA AZUL DO NORTE","PA","07/2022","4974","6381"
"150034","ÁGUA AZUL DO NORTE","PA","06/2022","4938","6327"
"150034","ÁGUA AZUL DO NORTE","PA","01/2022","4740","6020"
"150034","ÁGUA AZUL DO NORTE","PA","04/2022","4887","6254"
"150034","ÁGUA AZUL DO NORTE","PA","09/2022","5028","6449"
"150034","ÁGUA AZUL DO NORTE","PA","02/2022","4813","6087"
"150034","ÁGUA AZUL DO NORTE","PA","03/2022","4863","6149"
"150034","ÁGUA AZUL DO NORTE","PA","10/2022","5056","6508"
"150034","ÁGUA AZUL DO NORTE","PA","06/2021","4617","5843"
"150034","ÁGUA AZUL DO NORTE","PA","12/2021","4728","6008"
"150034","ÁGUA AZUL DO NORTE","PA","04/2021","4593","5804"
"150034","ÁGUA AZUL DO NORTE","PA","07/2021","4635","5862"
"150034","ÁGUA AZUL DO NORTE","PA","02/2021","4597","5718"
"150034","ÁGUA AZUL DO NORTE","PA","11/2021","4706","5998"
"150034","ÁGUA AZUL DO NORTE","PA","09/2021","4671","5906"
"150034","ÁGUA AZUL DO NORTE","PA","10/2021","4696","5966"
"150034","ÁGUA AZUL DO NORTE","PA","08/2021","4639","5874"
"150034","ÁGUA AZUL DO NORTE","PA","01/2021","4582","5671"
"150034","ÁGUA AZUL DO NORTE","PA","05/2021","4594","5815"
"150034","ÁGUA AZUL DO NORTE","PA","03/2021","4594","5757"
"150034","ÁGUA AZUL DO NORTE","PA","09/2020","4650","5730"
"150034","ÁGUA AZUL DO NORTE","PA","04/2020","4603","5670"
"150034","ÁGUA AZUL DO NORTE","PA","10/2020","4655","5753"
"150034","ÁGUA AZUL DO NORTE","PA","01/2020","4710","5843"
"150034","ÁGUA AZUL DO NORTE","PA","07/2020","4636","5699"
"150034","ÁGUA AZUL DO NORTE","PA","08/2020","4647","5720"
"150034","ÁGUA AZUL DO NORTE","PA","06/2020","4624","5683"
"150034","ÁGUA AZUL DO NORTE","PA","03/2020","4607","5659"
"150034","ÁGUA AZUL DO NORTE","PA","11/2020","4569","5642"
"150034","ÁGUA AZUL DO NORTE","PA","12/2020","4574","5649"
"150034","ÁGUA AZUL DO NORTE","PA","02/2020","4590","5651"
"150034","ÁGUA AZUL DO NORTE","PA","05/2020","4621","5679"
"150034","ÁGUA AZUL DO NORTE","PA","12/2019","4707","5840"
"150034","ÁGUA AZUL DO NORTE","PA","07/2019","4958","6101"
"150034","ÁGUA AZUL DO NORTE","PA","08/2019","4941","6106"
"150034","ÁGUA AZUL DO NORTE","PA","02/2019","4869","5999"
"150034","ÁGUA AZUL DO NORTE","PA","06/2019","4949","6080"
"150034","ÁGUA AZUL DO NORTE","PA","10/2019","4721","5844"
"150034","ÁGUA AZUL DO NORTE","PA","05/2019","4885","6018"
"150034","ÁGUA AZUL DO NORTE","PA","11/2019","4712","5836"
"150034","ÁGUA AZUL DO NORTE","PA","01/2019","4834","5966"
"150034","ÁGUA AZUL DO NORTE","PA","09/2019","4735","5863"
"150034","ÁGUA AZUL DO NORTE","PA","04/2019","4861","5990"
"150034","ÁGUA AZUL DO NORTE","PA","03/2019","4881","6025"
"150034","ÁGUA AZUL DO NORTE","PA","03/2018","5011","6032"
"150034","ÁGUA AZUL DO NORTE","PA","06/2018","5111","6128"
"150034","ÁGUA AZUL DO NORTE","PA","02/2018","5087","6134"
"150034","ÁGUA AZUL DO NORTE","PA","12/2018","4820","5932"
"150034","ÁGUA AZUL DO NORTE","PA","09/2018","4924","6007"
"150034","ÁGUA AZUL DO NORTE","PA","11/2018","4975","6065"
"150034","ÁGUA AZUL DO NORTE","PA","05/2018","5089","6097"
"150034","ÁGUA AZUL DO NORTE","PA","08/2018","4933","5964"
"150034","ÁGUA AZUL DO NORTE","PA","10/2018","4965","6045"
"150034","ÁGUA AZUL DO NORTE","PA","04/2018","5025","6067"
"150034","ÁGUA AZUL DO NORTE","PA","01/2018","5057","6093"
"150034","ÁGUA AZUL DO NORTE","PA","07/2018","5116","6131"
"150034","ÁGUA AZUL DO NORTE","PA","11/2017","5040","6068"
"150034","ÁGUA AZUL DO NORTE","PA","02/2017","5176","6279"
"150034","ÁGUA AZUL DO NORTE","PA","06/2017","5288","6395"
"150034","ÁGUA AZUL DO NORTE","PA","12/2017","5047","6076"
"150034","ÁGUA AZUL DO NORTE","PA","05/2017","5269","6378"
"150034","ÁGUA AZUL DO NORTE","PA","08/2017","5271","6378"
"150034","ÁGUA AZUL DO NORTE","PA","04/2017","5223","6324"
"150034","ÁGUA AZUL DO NORTE","PA","10/2017","5016","6032"
"150034","ÁGUA AZUL DO NORTE","PA","03/2017","5203","6307"
"150034","ÁGUA AZUL DO NORTE","PA","09/2017","4967","5977"
"150034","ÁGUA AZUL DO NORTE","PA","01/2017","5148","6229"
"150034","ÁGUA AZUL DO NORTE","PA","07/2017","5271","6387"
"150034","ÁGUA AZUL DO NORTE","PA","11/2016","5386","6443"
"150034","ÁGUA AZUL DO NORTE","PA","07/2016","5360","6382"
"150034","ÁGUA AZUL DO NORTE","PA","08/2016","5366","6395"
"150034","ÁGUA AZUL DO NORTE","PA","12/2016","5156","6243"
"150034","ÁGUA AZUL DO NORTE","PA","01/2016","5170","6170"
"150034","ÁGUA AZUL DO NORTE","PA","05/2016","5333","6358"
"150034","ÁGUA AZUL DO NORTE","PA","04/2016","5301","6324"
"150034","ÁGUA AZUL DO NORTE","PA","10/2016","5375","6424"
"150034","ÁGUA AZUL DO NORTE","PA","09/2016","5371","6410"
"150034","ÁGUA AZUL DO NORTE","PA","03/2016","5208","6219"
"150034","ÁGUA AZUL DO NORTE","PA","06/2016","5356","6379"
"150034","ÁGUA AZUL DO NORTE","PA","02/2016","5186","6190"
"150034","ÁGUA AZUL DO NORTE","PA","05/2015","5494","6479"
"150034","ÁGUA AZUL DO NORTE","PA","12/2015","5380","6396"
"150034","ÁGUA AZUL DO NORTE","PA","10/2015","5369","6372"
"150034","ÁGUA AZUL DO NORTE","PA","04/2015","5480","6482"
"150034","ÁGUA AZUL DO NORTE","PA","08/2015","5388","6385"
"150034","ÁGUA AZUL DO NORTE","PA","01/2015","5450","6479"
"150034","ÁGUA AZUL DO NORTE","PA","06/2015","5497","6486"
"150034","ÁGUA AZUL DO NORTE","PA","07/2015","5408","6387"
"150034","ÁGUA AZUL DO NORTE","PA","09/2015","5370","6373"
"150034","ÁGUA AZUL DO NORTE","PA","03/2015","5465","6491"
"150034","ÁGUA AZUL DO NORTE","PA","02/2015","5451","6481"
"150034","ÁGUA AZUL DO NORTE","PA","11/2015","5376","6381"
"150034","ÁGUA AZUL DO NORTE","PA","11/2014","5691","6725"
"150034","ÁGUA AZUL DO NORTE","PA","10/2014","5668","6714"
"150034","ÁGUA AZUL DO NORTE","PA","12/2014","5682","6707"
"150034","ÁGUA AZUL DO NORTE","PA","09/2014","5637","6699"
"150034","ÁGUA AZUL DO NORTE","PA","08/2014","5635","6709"
"150034","ÁGUA AZUL DO NORTE","PA","07/2014","5621","6649"
"150034","ÁGUA AZUL DO NORTE","PA","03/2014","5543","6606"
"150034","ÁGUA AZUL DO NORTE","PA","04/2014","5536","6624"
"150034","ÁGUA AZUL DO NORTE","PA","05/2014","5558","6638"
"150034","ÁGUA AZUL DO NORTE","PA","02/2014","5454","6542"
"150034","ÁGUA AZUL DO NORTE","PA","06/2014","5595","6663"
"150034","ÁGUA AZUL DO NORTE","PA","01/2014","5419","6510"
"150034","ÁGUA AZUL DO NORTE","PA","11/2013","5393","6523"
"150034","ÁGUA AZUL DO NORTE","PA","10/2013","5390","6546"
"150034","ÁGUA AZUL DO NORTE","PA","12/2013","5390","6510"
"150034","ÁGUA AZUL DO NORTE","PA","09/2013","5383","6556"
"150034","ÁGUA AZUL DO NORTE","PA","08/2013","5389","6552"
"150034","ÁGUA AZUL DO NORTE","PA","07/2013","5383","6558"
"150034","ÁGUA AZUL DO NORTE","PA","05/2013","5444","6652"
"150034","ÁGUA AZUL DO NORTE","PA","02/2013","5587","6869"
"150034","ÁGUA AZUL DO NORTE","PA","01/2013","5593","6876"
"150034","ÁGUA AZUL DO NORTE","PA","06/2013","5416","6620"
"150034","ÁGUA AZUL DO NORTE","PA","03/2013","5545","6787"
"150034","ÁGUA AZUL DO NORTE","PA","04/2013","5466","6686"
"150034","ÁGUA AZUL DO NORTE","PA","12/2012","5566","6849"
"150034","ÁGUA AZUL DO NORTE","PA","11/2012","5562","6827"
"150034","ÁGUA AZUL DO NORTE","PA","10/2012","5551","6820"
"150034","ÁGUA AZUL DO NORTE","PA","09/2012","5547","6796"
"150034","ÁGUA AZUL DO NORTE","PA","08/2012","5528","6725"
"150040","ALENQUER","PA","11/2023","21566","26191"
"150040","ALENQUER","PA","08/2012","20255","21798"
"150040","ALENQUER","PA","09/2012","20059","21741"
